Регио,МО,Тип н�,Насел,Адрес,Широт,Долго,Кратк,icon_url
Новосибирская область,Татарский район,Село,Киевка,"Новосибирская область, Татарский район, с. Киевка, ул. Гагарина, 36","55.25666666666667","76.06833333333333",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Новотроицк,"Новосибирская область, Татарский район, д. Новотроицк, ул. Центральная, 18 а","55.33833333333334","75.99444444444444",ФАП,./0.png
Новосибирская область,Татарский район,Поселок,Чернышевский,"Новосибирская область, Татарский район, п. Чернышевский, ул. Кооперативная, 1","55.03527777777778","75.89527777777778",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Малая Старинка,"Новосибирская область, Татарский район, д. Малая Старинка, ул. Школьная, 7","54.82416666666667","75.79722222222222",ФАП,./0.png
Новосибирская область,Татарский район,Село,Красноярка,"Новосибирская область, Татарский район, с. Красноярка, ул. Центральная, 37","55.535555555555554","76.30444444444444",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Чинявино,"Новосибирская область, Татарский район, д. Чинявино, ул. Приозерная, 11 а","55.49805555555556","75.48333333333333",ФАП,./0.png
Новосибирская область,Татарский район,Поселок,Ваховский,"Новосибирская область, Татарский район, п. Ваховский, ул. Школьная, 3","55.08527777777778","75.91055555555556",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Богдановка,"Новосибирская область, Татарский район, д. Богдановка, ул. Мира, 24","55.3175","76.21944444444445",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Моховое,"Новосибирская область, Татарский район, д. Моховое, ул. Школьная, 2","54.93722222222222","75.36388888888888",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Кузнецово,"Новосибирская область, Татарский район, д. Кузнецово, ул. Сухая, 21 а","55.19361111111111","75.34527777777777",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Варваровка,"Новосибирская область, Татарский район, д. Варваровка, ул. Зеленая, 13","54.95944444444445","75.51916666666666",ФАП,./0.png
Новосибирская область,Татарский район,Станция,Кабаклы,"Новосибирская область, Татарский район, ст. Кабаклы, ул. Железнодорожная, 5","55.25833333333333","76.3325",ФАП,./0.png
Новосибирская область,Татарский район,Село,Зубовка,"Новосибирская область, Татарский район, с. Зубовка, ул. Ленина, 10 в","54.849444444444444","75.52305555555556",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Малый Ермак,"Новосибирская область, Татарский район, д. Малый Ермак, ул. Березовая, 2 а","55.233333333333334","75.64555555555556",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Кабанка,"Новосибирская область, Татарский район, д. Кабанка, ул. Школьная, 4 а","55.43527777777778","75.98333333333333",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Минино,"Новосибирская область, Татарский район, д. Минино, ул. Зеленая, 24","55.224722222222226","76.21888888888888",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Неудачино,"Новосибирская область, Татарский район, д. Неудачино, ул. Центральная, 56","55.13638888888889","75.50611111111111",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Волово,"Новосибирская область, Татарский район, д. Волово, ул. Сибирская, 2","54.83166666666667","75.90805555555556",ФАП,./0.png
Новосибирская область,Татарский район,Село,Новопокровка,"Новосибирская область, Татарский район, с. Новопокровка, ул. Центральная, 1","55.191111111111105","76.00722222222223",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Тайлаково,"Новосибирская область, Татарский район, д. Тайлаково, ул. Озерная, 17","55.394444444444446","75.64611111111111",ФАП,./0.png
Новосибирская область,Татарский район,Село,Лопатино,"Новосибирская область, Татарский район, с. Лопатино, ул. Центральная, 15","55.39083333333333","75.72611111111111",ФАП,./0.png
Новосибирская область,Татарский район,Село,Северотатарское,"Новосибирская область, Татарский район, с. Северотатарское, ул. Кооперативный, 2","55.18527777777778","75.89250000000001",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Доронино,"Новосибирская область, Тогучинский район, с. Доронино, ул. Центральная, 13","54.98166666666667","84.615",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Русско-Семеновский,"Новосибирская область, Тогучинский район, п. Русско-Семеновский, ул. Школьная, 4","55.27833333333333","84.48055555555555",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Смирновка,"Новосибирская область, Тогучинский район, п. Смирновка, ул. Лесная, 6","54.974722222222226","84.76222222222222",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Карпысак,"Новосибирская область, Тогучинский район, с. Карпысак, ул. Центральная, 86","55.0425","83.71444444444445",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Пятилетка,"Новосибирская область, Тогучинский район, п. Пятилетка, ул. Доронинская, 24/1","54.969722222222224","84.51777777777778",ФАП,./0.png
Новосибирская область,Тогучинский район,Деревня,Колтырак,"Новосибирская область, Тогучинский район, д. Колтырак, ул. Центральная, 42","54.78972222222222","84.91111111111111",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Льниха,"Новосибирская область, Тогучинский район, с. Льниха, ул. Коммунистическая, 2","55.119166666666665","83.62944444444443",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Гремячинский,"Новосибирская область, Тогучинский район, п. Гремячинский, ул. Центральная, 22/2","54.96138888888889","84.835",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Село,Мартыново,"Новосибирская область, Усть-Таркский район, с. Мартыново, ул. Степная, 22","56.059999999999995","75.74916666666667",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Деревня,Красноникольск,"Новосибирская область, Усть-Таркский район, д. Красноникольск, ул. Московская, 19","55.61194444444445","75.41333333333334",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Село,Мураши,"Новосибирская область, Усть-Таркский район, с. Мураши, ул. Широкая, 27","55.71944444444445","75.58222222222221",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Село,Тарка,"Новосибирская область, Усть-Таркский район, с. Тарка, ул. Центральная, 7","55.609722222222224","75.63166666666666",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Поселок,Озерный,"Новосибирская область, Усть-Таркский район, п. Озерный, ул. Луговая, 4","55.67333333333333","75.65194444444445",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Деревня,Чичканка,"Новосибирская область, Усть-Таркский район, д. Чичканка, ул. Есенина, 10","56.099444444444444","76.21805555555555",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Деревня,Воробьево,"Новосибирская область, Усть-Таркский район, д. Воробьево, ул. Трудовая, 9","55.96527777777778","75.52472222222222",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Деревня,Янабино,"Новосибирская область, Усть-Таркский район, д. Янабино, ул. Крестьянская, 4/2","55.99166666666667","76.24027777777778",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Деревня,Силиш,"Новосибирская область, Усть-Таркский район, д. Силиш, ул. Старосилишинская, 16","55.90472222222222","75.85805555555555",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Село,Козино,"Новосибирская область, Усть-Таркский район, с. Козино, ул. Кооперативная, 1","55.515277777777776","75.49194444444444",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Село,Новоникольск,"Новосибирская область, Усть-Таркский район, с. Новоникольск, ул. Центральная, 62","55.71555555555556","75.98527777777778",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Село,Кушаги,"Новосибирская область, Усть-Таркский район, с. Кушаги, ул. Береговая, 21","55.67305555555555","75.75194444444445",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Село,Угуй,"Новосибирская область, Усть-Таркский район, с. Угуй, ул. Центральная, 27","56.028888888888886","76.04527777777777",ФАП,./0.png
Новосибирская область,Усть-Таркский район,Село,Новосилиш,"Новосибирская область, Усть-Таркский район, с. Новосилиш, ул. Центральная, 23","55.94555555555555","75.98611111111111",ФАП,./0.png
